"Retailer_ID","recency","frequency","monetary","r_score","f_score","m_score","total_rfm_score","segmentasi"
RTL1769,320,2,12490.87,1,1,1,3,lost
RTL4941,328,3,6499.98,1,1,1,3,lost
RTL3249,39,3,14319.02,4,1,1,6,hibernating
RTL2114,645,2,22017.06,1,1,1,3,lost
RTL1075,148,2,9006.77,3,1,1,5,hibernating
RTL2416,186,1,233.41,2,1,1,4,lost
RTL2709,728,1,4005.27,1,1,1,3,lost
RTL4692,173,3,8960.97,2,1,1,4,lost
RTL3782,219,4,23023.4,2,1,1,4,lost
RTL4387,540,5,15169.68,1,1,1,3,lost
RTL2669,653,2,1924.13,1,1,1,3,lost
RTL1696,529,1,16.89,1,1,1,3,lost
RTL2246,268,3,5173.78,2,1,1,4,lost
RTL1592,299,2,5452.15,2,1,1,4,lost
RTL3401,268,3,12847.62,2,1,1,4,lost
RTL1357,303,2,1105.76,1,1,1,3,lost
RTL3292,291,2,5834.88,2,1,1,4,lost
RTL3184,120,3,3317.0,3,1,1,5,hibernating
RTL4371,294,1,2915.07,2,1,1,4,lost
RTL3358,231,4,12167.06,2,1,1,4,lost
RTL4018,612,2,4667.62,1,1,1,3,lost
RTL2764,319,3,6802.13,1,1,1,3,lost
RTL4361,491,2,6401.84,1,1,1,3,lost
RTL1688,226,4,9739.05,2,1,1,4,lost
RTL2517,285,3,11628.08,2,1,1,4,lost
RTL1871,17,6,38888.6,4,1,1,6,hibernating
RTL4094,217,1,1100.32,2,1,1,4,lost
RTL3551,27,6,38552.01,4,1,1,6,hibernating
RTL4110,445,3,15258.77,1,1,1,3,lost
RTL1779,256,3,2518.61,2,1,1,4,lost
RTL2424,101,2,1928993.07,3,1,4,8,at risk
RTL1505,4,3,64945.01,4,1,2,7,at risk
RTL1163,442,2,4482.9,1,1,1,3,lost
RTL1989,733,1,1350.58,1,1,1,3,lost
RTL4303,63,3,13686.97,3,1,1,5,hibernating
RTL3537,733,1,1751.52,1,1,1,3,lost
RTL4944,162,2,1265.02,2,1,1,4,lost
RTL1350,255,3,34182.15,2,1,1,4,lost
RTL3553,6,2,1994.29,4,1,1,6,hibernating
RTL2992,141,7,23460.59,3,1,1,5,hibernating
RTL2868,296,1,239.27,2,1,1,4,lost
RTL1036,258,1,9499.81,2,1,1,4,lost
RTL2598,237,2,4863.36,2,1,1,4,lost
RTL1040,409,1,2571.1,1,1,1,3,lost
RTL4792,177,3,9207.76,2,1,1,4,lost
RTL1224,207,3,20971.26,2,1,1,4,lost
RTL2357,49,5,390533111.16,4,1,4,9,loyal
RTL3611,230,1,3395.52,2,1,1,4,lost
RTL4199,12,5,19547.31,4,1,1,6,hibernating
RTL1552,64,5,21600.35,3,1,1,5,hibernating
RTL1420,553,2,5369.23,1,1,1,3,lost
RTL2516,134,2,1796.63,3,1,1,5,hibernating
RTL1472,93,2,7579.18,3,1,1,5,hibernating
RTL1233,306,2,15251.27,1,1,1,3,lost
RTL2745,186,3,8743.89,2,1,1,4,lost
RTL4369,223,1,2447.1,2,1,1,4,lost
RTL1810,23,5,13044.57,4,1,1,6,hibernating
RTL1117,314,5,15403.8,1,1,1,3,lost
RTL4898,683,1,794.83,1,1,1,3,lost
RTL1203,98,8,32326.26,3,1,1,5,hibernating
RTL3965,128,1,1309.82,3,1,1,5,hibernating
RTL4630,144,3,7898.78,3,1,1,5,hibernating
RTL3114,227,2,10088.71,2,1,1,4,lost
RTL4176,173,2,3354.67,2,1,1,4,lost
RTL2387,195,2,5489.39,2,1,1,4,lost
RTL3337,41,1,4181.52,4,1,1,6,hibernating
RTL4168,170,3,949555.86,2,1,4,7,at risk
RTL1715,335,2,1103.26,1,1,1,3,lost
RTL4311,217,1,8408.55,2,1,1,4,lost
RTL1518,249,4,19415.65,2,1,1,4,lost
RTL3805,173,6,53789.42,2,1,2,5,hibernating
RTL1569,780,2,412218.03,1,1,4,6,hibernating
RTL1204,285,2,43012.25,2,1,1,4,lost
RTL2562,255,2,5414.65,2,1,1,4,lost
RTL1950,303,4,15842.05,1,1,1,3,lost
RTL3148,22,5,22364.1,4,1,1,6,hibernating
RTL2130,297,2,14041.43,2,1,1,4,lost
RTL3070,267,4,3230896.27,2,1,4,7,at risk
RTL4457,503,1,15558.56,1,1,1,3,lost
RTL2005,70,3,12862.12,3,1,1,5,hibernating
RTL4492,270,2,17608.84,2,1,1,4,lost
RTL1911,187,6,32238.43,2,1,1,4,lost
RTL4355,255,3,1924.78,2,1,1,4,lost
RTL4597,199,5,6520.6,2,1,1,4,lost
RTL3927,274,1,14259.4,2,1,1,4,lost
RTL3424,200,2,3923.34,2,1,1,4,lost
RTL2055,83,3,15901.05,3,1,1,5,hibernating
RTL2788,574,1,12530.69,1,1,1,3,lost
RTL1602,75,2,15364.57,3,1,1,5,hibernating
RTL1340,588,1,7406.12,1,1,1,3,lost
RTL1835,717,1,840.45,1,1,1,3,lost
RTL4730,291,2,1357.88,2,1,1,4,lost
RTL3663,221,3,1534.84,2,1,1,4,lost
RTL4717,84,3,12306.88,3,1,1,5,hibernating
RTL2778,761,3,1697.06,1,1,1,3,lost
RTL3988,532,2,775115.35,1,1,4,6,hibernating
RTL2323,48,4,5639.43,4,1,1,6,hibernating
RTL4475,768,1,6986.34,1,1,1,3,lost
RTL4050,232,6,21183.73,2,1,1,4,lost
RTL2656,18,3,3955.2,4,1,1,6,hibernating
RTL1011,220,3,10497.0,2,1,1,4,lost
RTL3357,250,3,5679.23,2,1,1,4,lost
RTL4558,393,1,807.02,1,1,1,3,lost
RTL3382,367,2,14817.84,1,1,1,3,lost
RTL1113,81,2,23673.77,3,1,1,5,hibernating
RTL4534,54,2,3588.31,3,1,1,5,hibernating
RTL2789,594,1,5770.05,1,1,1,3,lost
RTL1608,548,2,8752.09,1,1,1,3,lost
RTL3022,25,5,18463.08,4,1,1,6,hibernating
RTL1881,705,1,494.8,1,1,1,3,lost
RTL3324,23,4,22945.24,4,1,1,6,hibernating
RTL3625,377,3,15251.96,1,1,1,3,lost
RTL1346,584,1,4163.59,1,1,1,3,lost
RTL4521,186,4,18657.06,2,1,1,4,lost
RTL4802,119,3,26968.18,3,1,1,5,hibernating
RTL4037,266,2,10470.41,2,1,1,4,lost
RTL4041,230,1,3382.72,2,1,1,4,lost
RTL4035,357,2,2823.24,1,1,1,3,lost
RTL2468,568,4,26645.46,1,1,1,3,lost
RTL2041,278,4,17169.64,2,1,1,4,lost
RTL1237,632,1,3241.6,1,1,1,3,lost
RTL5000,6,1,2198.63,4,1,1,6,hibernating
RTL2848,253,2,3687.32,2,1,1,4,lost
RTL3120,122,3,22801.76,3,1,1,5,hibernating
RTL1957,126,3,20694.9,3,1,1,5,hibernating
RTL1262,269,4,26099.16,2,1,1,4,lost
RTL2173,748,1,10718.84,1,1,1,3,lost
RTL2177,488,2,19490.86,1,1,1,3,lost
RTL4263,315,1,1420.92,1,1,1,3,lost
RTL3331,281,5,31548.92,2,1,1,4,lost
RTL1885,140,3,60016.78,3,1,2,6,hibernating
RTL4228,240,4,5195.37,2,1,1,4,lost
RTL1109,237,1,2433547.45,2,1,4,7,at risk
RTL2599,233,4,39788.19,2,1,1,4,lost
RTL1886,822,1,246.41,1,1,1,3,lost
RTL1356,29,2,8043.9,4,1,1,6,hibernating
RTL4530,140,3,12802.12,3,1,1,5,hibernating
RTL2298,215,4,18574.14,2,1,1,4,lost
RTL3721,77,1,3815.05,3,1,1,5,hibernating
RTL4994,289,5,15724.15,2,1,1,4,lost
RTL2922,305,4,13173.74,1,1,1,3,lost
RTL4193,90,4,12310.45,3,1,1,5,hibernating
RTL3692,33,6,17309.6,4,1,1,6,hibernating
RTL4634,381,1,4843.2,1,1,1,3,lost
RTL4217,234,4,21960.54,2,1,1,4,lost
RTL1451,325,3,13532.47,1,1,1,3,lost
RTL2015,4,3,4351.54,4,1,1,6,hibernating
RTL3185,228,2,30982.91,2,1,1,4,lost
RTL2318,279,3,4080.45,2,1,1,4,lost
RTL3296,349,3,21180.31,1,1,1,3,lost
RTL4775,291,1,148.09,2,1,1,4,lost
RTL4993,418,1,7323.74,1,1,1,3,lost
RTL4291,426,2,6096.5,1,1,1,3,lost
RTL2711,62,2,2121.05,3,1,1,5,hibernating
RTL3924,124,9,50847.86,3,1,2,6,hibernating
RTL3384,119,2,9650.93,3,1,1,5,hibernating
RTL4881,190,3,16139.49,2,1,1,4,lost
RTL2838,33,3,390.29,4,1,1,6,hibernating
RTL2386,488,2,4557.85,1,1,1,3,lost
RTL3674,140,3,11829.76,3,1,1,5,hibernating
RTL1125,235,4,17691.71,2,1,1,4,lost
RTL3906,262,1,13.26,2,1,1,4,lost
RTL2795,88,1,282.18,3,1,1,5,hibernating
RTL1442,456,3,13822.7,1,1,1,3,lost
RTL3011,268,3,23076.22,2,1,1,4,lost
RTL3950,341,1,4354.02,1,1,1,3,lost
RTL3255,266,2,3003.48,2,1,1,4,lost
RTL1276,172,1,6226.79,2,1,1,4,lost
RTL4599,267,1,629.6,2,1,1,4,lost
RTL3032,115,1,1281.21,3,1,1,5,hibernating
RTL2658,413,5,26785.82,1,1,1,3,lost
RTL3121,423,1,5258.08,1,1,1,3,lost
RTL2131,466,3,1806.19,1,1,1,3,lost
RTL4986,127,1,765.89,3,1,1,5,hibernating
RTL1217,490,1,1915.08,1,1,1,3,lost
RTL2583,275,2,1402.75,2,1,1,4,lost
RTL1093,121,2,10314.74,3,1,1,5,hibernating
RTL1889,179,3,16181.64,2,1,1,4,lost
RTL2458,150,1,278543.55,3,1,4,8,at risk
RTL1712,12,1,681.14,4,1,1,6,hibernating
RTL3647,235,4,68873.28,2,1,2,5,hibernating
RTL2201,381,4,27283.2,1,1,1,3,lost
RTL1199,258,3,16151.3,2,1,1,4,lost
RTL4227,13,2,5393.83,4,1,1,6,hibernating
RTL2199,23,2,9231.82,4,1,1,6,hibernating
RTL3613,346,1,4524.86,1,1,1,3,lost
RTL1823,17,4,22905.71,4,1,1,6,hibernating
RTL3467,241,3,14110.94,2,1,1,4,lost
RTL4606,128,5,6492.44,3,1,1,5,hibernating
RTL3536,416,1,65.09,1,1,1,3,lost
RTL1478,334,2,5216.39,1,1,1,3,lost
RTL2915,106,2,4521.32,3,1,1,5,hibernating
RTL3808,65,2,3426.44,3,1,1,5,hibernating
RTL2771,298,4,35598.62,2,1,1,4,lost
RTL2943,59,1,4876.13,3,1,1,5,hibernating
RTL4130,712,1,3320.15,1,1,1,3,lost
RTL3824,68,4,30789.77,3,1,1,5,hibernating
RTL4935,259,4,7797.33,2,1,1,4,lost
RTL3165,124,2,5273.14,3,1,1,5,hibernating
RTL4015,75,3,6379.83,3,1,1,5,hibernating
RTL1089,10,3,12236.75,4,1,1,6,hibernating
RTL4628,37,2,953219.24,4,1,4,9,loyal
RTL1976,30,3,13946.61,4,1,1,6,hibernating
RTL1336,469,2,943.6,1,1,1,3,lost
RTL3361,139,2,4344.37,3,1,1,5,hibernating
RTL1986,345,3,7603.51,1,1,1,3,lost
RTL2586,600,1,249.66,1,1,1,3,lost
RTL2636,265,3,4918.22,2,1,1,4,lost
RTL2022,187,3,13054.74,2,1,1,4,lost
RTL3444,246,3,12099.66,2,1,1,4,lost
RTL4479,65,2,69918.16,3,1,2,6,hibernating
RTL1702,362,4,22686.58,1,1,1,3,lost
RTL3594,24,3,17626.41,4,1,1,6,hibernating
RTL3081,270,1,67.93,2,1,1,4,lost
RTL2560,10,1,277.45,4,1,1,6,hibernating
RTL4478,304,2,11080.17,1,1,1,3,lost
RTL4422,443,2,1097.61,1,1,1,3,lost
RTL2391,298,2,7328.58,2,1,1,4,lost
RTL4949,110,4,3293.38,3,1,1,5,hibernating
RTL1458,65,4,6699.97,3,1,1,5,hibernating
RTL2683,4,4,64471.79,4,1,2,7,at risk
RTL4886,34,2,152827.75,4,1,3,8,at risk
RTL3903,299,3,4092.34,2,1,1,4,lost
RTL1140,509,3,6929.98,1,1,1,3,lost
RTL4890,119,2,1961.23,3,1,1,5,hibernating
RTL1098,329,2,3651.36,1,1,1,3,lost
RTL1290,227,4,18121.95,2,1,1,4,lost
RTL4934,496,2,2350.07,1,1,1,3,lost
RTL4163,806,1,1400.9,1,1,1,3,lost
RTL4751,240,4,99945.78,2,1,2,5,hibernating
RTL2119,331,1,7741.78,1,1,1,3,lost
RTL1001,494,1,1054.81,1,1,1,3,lost
RTL1477,10,2,5489.54,4,1,1,6,hibernating
RTL2786,626,2,4357.34,1,1,1,3,lost
RTL2975,232,3,21748.05,2,1,1,4,lost
RTL1229,241,3,759200.14,2,1,4,7,at risk
RTL3591,101,3,7548.81,3,1,1,5,hibernating
RTL3250,614,1,126.23,1,1,1,3,lost
RTL4405,241,2,2983.68,2,1,1,4,lost
RTL2637,199,4,27066.4,2,1,1,4,lost
RTL4261,64,2,3163.06,3,1,1,5,hibernating
RTL4716,17,3,15301.57,4,1,1,6,hibernating
RTL3246,707,1,124.57,1,1,1,3,lost
RTL1684,549,1,3715.56,1,1,1,3,lost
RTL3052,53,4,11681.63,3,1,1,5,hibernating
RTL3060,216,2,7200.04,2,1,1,4,lost
RTL1760,47,3,25181.98,4,1,1,6,hibernating
RTL4867,77,3,14508.24,3,1,1,5,hibernating
RTL1351,257,1,183.31,2,1,1,4,lost
RTL3159,201,3,12235.22,2,1,1,4,lost
RTL4800,625,1,1032.54,1,1,1,3,lost
RTL4132,310,5,10980.59,1,1,1,3,lost
RTL2590,126,2,8264.91,3,1,1,5,hibernating
RTL3501,258,4,2306.87,2,1,1,4,lost
RTL4592,150,2,2767.04,3,1,1,5,hibernating
RTL2765,581,2,13052.14,1,1,1,3,lost
RTL2843,71,3,13895.15,3,1,1,5,hibernating
RTL1574,26,3,11365.07,4,1,1,6,hibernating
RTL3261,100,3,1958.61,3,1,1,5,hibernating
RTL2477,227,1,12154.49,2,1,1,4,lost
RTL3266,595,2,3216.93,1,1,1,3,lost
RTL2570,253,2,11693.7,2,1,1,4,lost
RTL3710,207,4,7349.79,2,1,1,4,lost
RTL3552,71,3,5475.44,3,1,1,5,hibernating
RTL3495,293,1,452.2,2,1,1,4,lost
RTL2076,369,2,16097.86,1,1,1,3,lost
RTL4503,682,1,236.78,1,1,1,3,lost
RTL2309,420,2,10939.4,1,1,1,3,lost
RTL3736,193,4,3646.65,2,1,1,4,lost
RTL2543,215,1,3261.54,2,1,1,4,lost
RTL4797,285,3,11097.58,2,1,1,4,lost
RTL1532,149,2,21185.17,3,1,1,5,hibernating
RTL4265,467,2,1436.35,1,1,1,3,lost
RTL2977,249,2,890.2,2,1,1,4,lost
RTL3112,335,3,83559.8,1,1,2,4,lost
RTL4796,199,3,9990.69,2,1,1,4,lost
RTL1220,242,1,4760.96,2,1,1,4,lost
RTL4778,13,3,14217.99,4,1,1,6,hibernating
RTL1319,114,1,220.54,3,1,1,5,hibernating
RTL4108,176,1,1142.85,2,1,1,4,lost
RTL1277,329,2,21716.69,1,1,1,3,lost
RTL3199,554,2,1189571.32,1,1,4,6,hibernating
RTL4171,76,3,11401.71,3,1,1,5,hibernating
RTL4586,315,3,18822.94,1,1,1,3,lost
RTL3285,471,1,178.01,1,1,1,3,lost
RTL1048,605,1,1603.04,1,1,1,3,lost
RTL4999,333,3,9592.89,1,1,1,3,lost
RTL3822,266,3,5343.52,2,1,1,4,lost
RTL2647,283,1,1215.45,2,1,1,4,lost
RTL1949,95,4,14907.73,3,1,1,5,hibernating
RTL1965,133,2,11507.85,3,1,1,5,hibernating
RTL2057,82,2,2461.84,3,1,1,5,hibernating
RTL2286,16,2,3580.8,4,1,1,6,hibernating
RTL4814,509,2,5545.55,1,1,1,3,lost
RTL1177,167,5,21896.44,2,1,1,4,lost
RTL2162,205,2,10994.0,2,1,1,4,lost
RTL3307,50,4,21986.31,4,1,1,6,hibernating
RTL4332,54,5,28140.27,3,1,1,5,hibernating
RTL3413,92,5,16227.6,3,1,1,5,hibernating
RTL3669,199,1,269191.32,2,1,4,7,at risk
RTL2002,1,3,263514.42,4,1,4,9,loyal
RTL4019,11,3,9130.15,4,1,1,6,hibernating
RTL2414,256,4,12039.62,2,1,1,4,lost
RTL2641,63,5,236420.16,3,1,3,7,at risk
RTL3035,730,2,9131.09,1,1,1,3,lost
RTL4258,45,1,1855.59,4,1,1,6,hibernating
RTL2100,270,1,4839.63,2,1,1,4,lost
RTL4112,156,2,6491.15,2,1,1,4,lost
RTL1508,191,3,326633.36,2,1,4,7,at risk
RTL2275,228,4,4013.56,2,1,1,4,lost
RTL4138,310,1,669.03,1,1,1,3,lost
RTL2879,421,2,8809.05,1,1,1,3,lost
RTL2392,49,5,19922.95,4,1,1,6,hibernating
RTL4458,645,1,14795.68,1,1,1,3,lost
RTL3852,305,7,29959.01,1,1,1,3,lost
RTL4809,221,2,4581.99,2,1,1,4,lost
RTL3163,260,2,15710.24,2,1,1,4,lost
RTL3690,187,4,14591.31,2,1,1,4,lost
RTL3409,175,3,12970.43,2,1,1,4,lost
RTL2206,467,1,8596.17,1,1,1,3,lost
RTL2796,372,4,16836.93,1,1,1,3,lost
RTL4889,238,2,8173.86,2,1,1,4,lost
RTL3336,285,1,3530.96,2,1,1,4,lost
RTL1985,93,3,9720.12,3,1,1,5,hibernating
RTL4350,577,1,306.43,1,1,1,3,lost
RTL4704,294,4,314095.72,2,1,4,7,at risk
RTL2593,68,3,8149.07,3,1,1,5,hibernating
RTL1221,25,5,20275.4,4,1,1,6,hibernating
RTL1501,28,5,22047.34,4,1,1,6,hibernating
RTL4181,279,5,8349.13,2,1,1,4,lost
RTL1371,160,3,13607.59,2,1,1,4,lost
RTL4574,709,2,3033.47,1,1,1,3,lost
RTL1182,490,2,10334.76,1,1,1,3,lost
RTL4902,760,2,5854.88,1,1,1,3,lost
RTL2303,283,3,1266.58,2,1,1,4,lost
RTL3108,627,1,2110.8,1,1,1,3,lost
RTL2432,426,3,14791.91,1,1,1,3,lost
RTL3013,225,5,18298.39,2,1,1,4,lost
RTL3733,34,4,21089.9,4,1,1,6,hibernating
RTL2255,349,2,3443.58,1,1,1,3,lost
RTL4267,96,4,15284.74,3,1,1,5,hibernating
RTL2558,652,1,620.69,1,1,1,3,lost
RTL1081,651,1,2574.6,1,1,1,3,lost
RTL1105,22,2,21798.25,4,1,1,6,hibernating
RTL3275,276,3,11591.32,2,1,1,4,lost
RTL3763,229,3,5184.23,2,1,1,4,lost
RTL1849,433,1,1155.71,1,1,1,3,lost
RTL1303,283,2,15569.52,2,1,1,4,lost
RTL4026,178,4,14281.97,2,1,1,4,lost
RTL4937,255,1,3426.3,2,1,1,4,lost
RTL3137,287,2,3129626.87,2,1,4,7,at risk
RTL4158,553,3,288666.74,1,1,4,6,hibernating
RTL1090,696,1,3402.55,1,1,1,3,lost
RTL2982,407,2,29634.63,1,1,1,3,lost
RTL3756,232,5,14482.28,2,1,1,4,lost
RTL4685,188,2,15912.14,2,1,1,4,lost
RTL1480,62,3,6934.75,3,1,1,5,hibernating
RTL1129,528,1,926.61,1,1,1,3,lost
RTL4616,380,5,11775.74,1,1,1,3,lost
RTL4095,265,1,7972.3,2,1,1,4,lost
RTL2192,257,3,19498.41,2,1,1,4,lost
RTL2267,1,3,18969.64,4,1,1,6,hibernating
RTL2600,205,1,282.9,2,1,1,4,lost
RTL4922,24,2,10865.28,4,1,1,6,hibernating
RTL1127,338,1,2011.9,1,1,1,3,lost
RTL2143,261,4,9329.92,2,1,1,4,lost
RTL1115,282,3,13641.62,2,1,1,4,lost
RTL2539,56,3,43364.39,3,1,1,5,hibernating
RTL2604,266,3,14456.31,2,1,1,4,lost
RTL2849,663,1,1615.76,1,1,1,3,lost
RTL3978,212,3,10349.89,2,1,1,4,lost
RTL4282,256,2,12165.03,2,1,1,4,lost
RTL3023,469,2,12395.01,1,1,1,3,lost
RTL1854,254,3,4378.42,2,1,1,4,lost
RTL2099,285,2,9101.48,2,1,1,4,lost
RTL2957,80,3,1184.32,3,1,1,5,hibernating
RTL3355,223,4,9900.7,2,1,1,4,lost
RTL2632,123,3,12168.28,3,1,1,5,hibernating
RTL4481,127,7,18231.15,3,1,1,5,hibernating
RTL3902,19,4,19965.93,4,1,1,6,hibernating
RTL2326,640,2,60953.5,1,1,2,4,lost
RTL2078,46,4,12527.36,4,1,1,6,hibernating
RTL3745,242,2,10219.99,2,1,1,4,lost
RTL1643,348,2,7799.27,1,1,1,3,lost
RTL2806,141,5,15535.01,3,1,1,5,hibernating
RTL4040,559,2,6017.95,1,1,1,3,lost
RTL1877,776,1,3427.43,1,1,1,3,lost
RTL3575,393,2,6757.18,1,1,1,3,lost
RTL1974,63,4,19730.61,3,1,1,5,hibernating
RTL3096,209,2,11232.94,2,1,1,4,lost
RTL3328,306,1,2082.54,1,1,1,3,lost
RTL4813,231,2,7229.95,2,1,1,4,lost
RTL2804,845,1,5652.79,1,1,1,3,lost
RTL2448,53,6,14868.13,3,1,1,5,hibernating
RTL1269,846,1,6531497.22,1,1,4,6,hibernating
RTL2270,209,5,19676.69,2,1,1,4,lost
RTL1612,39,6,45931.55,4,1,1,6,hibernating
RTL3179,147,3,11154.53,3,1,1,5,hibernating
RTL1270,221,2,6049.67,2,1,1,4,lost
RTL1605,26,4,11956.74,4,1,1,6,hibernating
RTL3449,849,1,232.37,1,1,1,3,lost
RTL3044,158,5,29384.48,2,1,1,4,lost
RTL1809,364,2,8214.53,1,1,1,3,lost
RTL4264,45,4,46807.31,4,1,1,6,hibernating
RTL1589,215,2,5787.92,2,1,1,4,lost
RTL1525,310,2,23396.33,1,1,1,3,lost
RTL1131,203,3,2838.03,2,1,1,4,lost
RTL2624,258,2,22331.64,2,1,1,4,lost
RTL2815,104,1,2897.5,3,1,1,5,hibernating
RTL2175,139,4,667997.7,3,1,4,8,at risk
RTL4779,315,3,8534.33,1,1,1,3,lost
RTL4400,199,4,20093.29,2,1,1,4,lost
RTL1954,135,3,5087.76,3,1,1,5,hibernating
RTL4951,57,4,19223.39,3,1,1,5,hibernating
RTL3487,345,1,3092.96,1,1,1,3,lost
RTL2859,298,3,14168.67,2,1,1,4,lost
RTL1618,683,3,13085.12,1,1,1,3,lost
RTL3905,370,2,33847.98,1,1,1,3,lost
RTL1747,363,1,988.99,1,1,1,3,lost
RTL2305,237,2,500996.31,2,1,4,7,at risk
RTL2704,294,1,167.2,2,1,1,4,lost
RTL4461,179,1,606.58,2,1,1,4,lost
RTL1121,87,4,33917.39,3,1,1,5,hibernating
RTL4047,168,3,2796.72,2,1,1,4,lost
RTL2294,284,4,4891.23,2,1,1,4,lost
RTL4431,213,6,16935.96,2,1,1,4,lost
RTL4427,192,2,7263.74,2,1,1,4,lost
RTL3224,353,1,1242.0,1,1,1,3,lost
RTL3899,97,3,760.91,3,1,1,5,hibernating
RTL1438,316,2,21244.95,1,1,1,3,lost
RTL4236,96,2,1437.92,3,1,1,5,hibernating
RTL2485,738,2,1379.4,1,1,1,3,lost
RTL4266,238,2,6194.13,2,1,1,4,lost
RTL3662,68,7,51719.84,3,1,2,6,hibernating
RTL2382,591,1,4352.34,1,1,1,3,lost
RTL1648,331,1,141.08,1,1,1,3,lost
RTL1817,23,3,13278.66,4,1,1,6,hibernating
RTL4750,85,3,8783.63,3,1,1,5,hibernating
RTL4859,254,5,34135.35,2,1,1,4,lost
RTL3082,729,1,921.77,1,1,1,3,lost
RTL4578,100,2,9077.41,3,1,1,5,hibernating
RTL2153,215,3,13510.44,2,1,1,4,lost
RTL4644,256,5,243530.36,2,1,3,6,hibernating
RTL1023,241,2,1190.41,2,1,1,4,lost
RTL4032,73,1,73.82,3,1,1,5,hibernating
RTL4249,217,3,16893.09,2,1,1,4,lost
RTL4611,264,2,936.52,2,1,1,4,lost
RTL4520,129,1,18128.49,3,1,1,5,hibernating
RTL3493,402,2,13672.16,1,1,1,3,lost
RTL4020,243,2,3832.75,2,1,1,4,lost
RTL1559,777,1,6464.24,1,1,1,3,lost
RTL3632,29,5,3222.66,4,1,1,6,hibernating
RTL4765,216,4,23972.85,2,1,1,4,lost
RTL4115,418,1,3584.55,1,1,1,3,lost
RTL1222,82,3,5432.53,3,1,1,5,hibernating
RTL2482,292,3,5521.81,2,1,1,4,lost
RTL3029,81,4,12611.09,3,1,1,5,hibernating
RTL4989,135,2,408.73,3,1,1,5,hibernating
RTL3837,22,4,10354.42,4,1,1,6,hibernating
RTL4275,443,3,20376.65,1,1,1,3,lost
RTL3436,121,2,519.2,3,1,1,5,hibernating
RTL3780,180,1,7323.84,2,1,1,4,lost
RTL4389,249,4,13236.66,2,1,1,4,lost
RTL3142,376,4,795659.7,1,1,4,6,hibernating
RTL1120,201,4,16846.33,2,1,1,4,lost
RTL2044,44,3,6223.76,4,1,1,6,hibernating
RTL2716,1,3,10947.88,4,1,1,6,hibernating
RTL2950,218,2,2246.52,2,1,1,4,lost
RTL4988,280,4,18201.87,2,1,1,4,lost
RTL1749,215,4,8805.59,2,1,1,4,lost
RTL3684,58,2,3643.67,3,1,1,5,hibernating
RTL2405,326,2,597.47,1,1,1,3,lost
RTL1794,237,4,229435.15,2,1,3,6,hibernating
RTL2353,239,2,5213.36,2,1,1,4,lost
RTL2243,165,4,996451.44,2,1,4,7,at risk
RTL3297,362,1,18274.66,1,1,1,3,lost
RTL2196,382,2,6906.28,1,1,1,3,lost
RTL3998,731,1,4223.88,1,1,1,3,lost
RTL4251,257,5,20465.6,2,1,1,4,lost
RTL2664,237,5,23553.19,2,1,1,4,lost
RTL4287,525,1,652.88,1,1,1,3,lost
RTL4853,291,1,515.6,2,1,1,4,lost
RTL2194,246,6,96391.33,2,1,2,5,hibernating
RTL1084,90,3,2107.98,3,1,1,5,hibernating
RTL3344,201,4,3647.47,2,1,1,4,lost
RTL4011,289,2,7056.88,2,1,1,4,lost
RTL4620,346,2,10118.54,1,1,1,3,lost
RTL3466,611,1,576.1,1,1,1,3,lost
RTL1754,304,1,38499.78,1,1,1,3,lost
RTL4631,134,2,7053.18,3,1,1,5,hibernating
RTL1913,214,2,8428.53,2,1,1,4,lost
RTL3547,333,1,2594.94,1,1,1,3,lost
RTL4189,259,4,428915.19,2,1,4,7,at risk
RTL4320,851,1,2004.75,1,1,1,3,lost
RTL2147,256,3,24019.0,2,1,1,4,lost
RTL3731,93,5,25421.6,3,1,1,5,hibernating
RTL1834,406,1,709.07,1,1,1,3,lost
RTL4242,293,1,3059.7,2,1,1,4,lost
RTL4198,215,3,13607.07,2,1,1,4,lost
RTL2969,248,1,4316.58,2,1,1,4,lost
RTL3124,202,3,3852.51,2,1,1,4,lost
RTL4243,184,1,351.74,2,1,1,4,lost
RTL3154,110,2,5268.62,3,1,1,5,hibernating
RTL1821,349,2,5024.01,1,1,1,3,lost
RTL2854,71,5,6095.53,3,1,1,5,hibernating
RTL4952,306,3,8837.57,1,1,1,3,lost
RTL1099,166,1,5943.58,2,1,1,4,lost
RTL2038,382,6,35097.11,1,1,1,3,lost
RTL3107,20,3,3987.31,4,1,1,6,hibernating
RTL3181,442,3,2011.98,1,1,1,3,lost
RTL4485,197,4,9026.83,2,1,1,4,lost
RTL3131,252,2,5234.04,2,1,1,4,lost
RTL2651,313,1,481.65,1,1,1,3,lost
RTL4029,2,3,17934.72,4,1,1,6,hibernating
RTL2951,221,1,7255.15,2,1,1,4,lost
RTL3040,517,2,7428.44,1,1,1,3,lost
RTL3979,130,4,785292.37,3,1,4,8,at risk
RTL4504,242,2,204.11,2,1,1,4,lost
RTL1549,775,1,4327.14,1,1,1,3,lost
RTL4845,638,1,3547.14,1,1,1,3,lost
RTL4785,334,3,16331.28,1,1,1,3,lost
RTL1790,112,5,33147.62,3,1,1,5,hibernating
RTL2330,313,2,5838.72,1,1,1,3,lost
RTL4089,273,3,15907.78,2,1,1,4,lost
RTL3946,14,5,44461.71,4,1,1,6,hibernating
