id,date,category,qty,year,month,day_of_month,day_of_week,week_of_year,quarter,is_weekend,day_name,is_payday_period,event_harbolnas,event_ramadan,inflation_rate,usd_idr_rate,fuel_price,consumer_confidence_index,avg_price,revenue,is_holiday,event_eid,category_group,lag_1_qty,lag_7_qty,rolling_avg_7_qty,lag_1_revenue,lag_7_revenue,rolling_avg_7_revenue
279445,6/6/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
281227,6/7/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
283009,6/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,1,0,Baby & Kids,,,,,,
284791,6/9/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,1,0,Baby & Kids,,,,,,
286573,6/10/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
288355,6/11/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
290137,6/12/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
291919,6/13/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
293701,6/14/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
299047,6/17/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
300829,6/18/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
302611,6/19/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
304393,6/20/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
306175,6/21/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
307957,6/22/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,1,0,Baby & Kids,,,,,,
309739,6/23/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,1,0,Baby & Kids,,,,,,
311521,6/24/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
313303,6/25/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
315085,6/26/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
316867,6/27/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
318649,6/28/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,0,0,Baby & Kids,,,,,,
320431,6/29/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,1,0,Baby & Kids,,,,,,
322213,6/30/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12189.00,6500.00,110.00,85000.00,,1,0,Baby & Kids,,,,,,
323995,7/1/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
325777,7/2/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
327559,7/3/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
329341,7/4/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
331123,7/5/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
332905,7/6/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
334687,7/7/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
336469,7/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
338251,7/9/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
340033,7/10/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
341815,7/11/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
343597,7/12/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
345379,7/13/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
347161,7/14/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
348943,7/15/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
350725,7/16/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
352507,7/17/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
354289,7/18/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
356071,7/19/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
359635,7/21/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
361417,7/22/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
363199,7/23/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
364981,7/24/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
366763,7/25/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
368545,7/26/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
370327,7/27/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
372109,7/28/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,1,0,Baby & Kids,,,,,,
373891,7/29/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
375673,7/30/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
377455,7/31/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12219.00,6500.00,110.30,85000.00,,0,0,Baby & Kids,,,,,,
379237,8/1/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,0,1,Baby & Kids,,,,,,
381019,8/2/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,0,1,Baby & Kids,,,,,,
382801,8/3/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,1,1,Baby & Kids,,,,,,
384583,8/4/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,1,1,Baby & Kids,,,,,,
386365,8/5/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,0,1,Baby & Kids,,,,,,
388147,8/6/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,0,1,Baby & Kids,,,,,,
389929,8/7/2013,BABY CARE,0.0,,,,,,,,,,,1,8.38,12249.00,6500.00,110.60,85000.00,,0,1,Baby & Kids,,,,,,
391711,8/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,1,Baby & Kids,,,,,,
393493,8/9/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,1,Baby & Kids,,,,,,
395275,8/10/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,1,Baby & Kids,,,,,,
397057,8/11/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,1,Baby & Kids,,,,,,
398839,8/12/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
400621,8/13/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
402403,8/14/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
404185,8/15/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
405967,8/16/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
407749,8/17/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,0,Baby & Kids,,,,,,
409531,8/18/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,0,Baby & Kids,,,,,,
411313,8/19/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
413095,8/20/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
414877,8/21/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
416659,8/22/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
418441,8/23/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
420223,8/24/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,0,Baby & Kids,,,,,,
422005,8/25/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,0,Baby & Kids,,,,,,
423787,8/26/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
425569,8/27/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
427351,8/28/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
429133,8/29/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
430915,8/30/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,0,0,Baby & Kids,,,,,,
432697,8/31/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12249.00,6500.00,110.60,85000.00,,1,0,Baby & Kids,,,,,,
434479,9/1/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
436261,9/2/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
438043,9/3/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
439825,9/4/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
441607,9/5/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
443389,9/6/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
445171,9/7/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
446953,9/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
448735,9/9/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
450517,9/10/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
452299,9/11/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
454081,9/12/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
455863,9/13/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
457645,9/14/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
459427,9/15/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
461209,9/16/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
462991,9/17/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
464773,9/18/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
466555,9/19/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
468337,9/20/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
470119,9/21/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
471901,9/22/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
475465,9/24/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
477247,9/25/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
479029,9/26/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
480811,9/27/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
482593,9/28/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
484375,9/29/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,1,0,Baby & Kids,,,,,,
486157,9/30/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12279.00,6500.00,110.90,85000.00,,0,0,Baby & Kids,,,,,,
487939,10/1/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
489721,10/2/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
491503,10/3/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
493285,10/4/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
495067,10/5/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
496849,10/6/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
498631,10/7/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
500413,10/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
502195,10/9/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
503977,10/10/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
505759,10/11/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
507541,10/12/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
509323,10/13/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
511105,10/14/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
512887,10/15/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
514669,10/16/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
516451,10/17/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
518233,10/18/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
520015,10/19/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
521797,10/20/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
523579,10/21/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
525361,10/22/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
527143,10/23/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
528925,10/24/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
530707,10/25/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
532489,10/26/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
534271,10/27/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,1,0,Baby & Kids,,,,,,
536053,10/28/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
537835,10/29/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
539617,10/30/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
541399,10/31/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12309.00,6500.00,111.20,85000.00,,0,0,Baby & Kids,,,,,,
543181,11/1/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
544963,11/2/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
546745,11/3/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
548527,11/4/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
550309,11/5/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
552091,11/6/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
553873,11/7/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
555655,11/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
557437,11/9/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
559219,11/10/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
561001,11/11/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
562783,11/12/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
564565,11/13/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
566347,11/14/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
568129,11/15/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
569911,11/16/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
571693,11/17/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
573475,11/18/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
575257,11/19/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
577039,11/20/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
578821,11/21/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
580603,11/22/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
582385,11/23/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
584167,11/24/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
585949,11/25/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
587731,11/26/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
589513,11/27/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
591295,11/28/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
593077,11/29/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,0,0,Baby & Kids,,,,,,
594859,11/30/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12339.00,6500.00,111.50,85000.00,,1,0,Baby & Kids,,,,,,
596641,12/1/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,1,0,Baby & Kids,,,,,,
598423,12/2/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
600205,12/3/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
601987,12/4/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
603769,12/5/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
605551,12/6/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
607333,12/7/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,1,0,Baby & Kids,,,,,,
609115,12/8/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,1,0,Baby & Kids,,,,,,
610897,12/9/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
612679,12/10/2013,BABY CARE,0.0,,,,,,,,,,,0,8.38,12369.00,6500.00,111.80,85000.00,,0,0,Baby & Kids,,,,,,
